,variable,label,type
7129,f4h1g,Are both of your parents living?,Unordered Categorical
7130,f4h1h,Are your parents currently living together?,Unordered Categorical
7131,f4h1i,How well would you say you get along with your parents?,Ordered Categorical
7132,f4h1j,INT CHK: DOES FATHER HAVE ANY TYPE OF RELATIONSHIP WITH MOTHER?,Unordered Categorical
7133,f4h1k,How well does mother get along with your parents?,Ordered Categorical
7134,f4h1l,How often does child see your parents?,Ordered Categorical
7135,f4h1m,INT CHK: DOES FATHER HAVE ANY TYPE OF RELATIONSHIP WITH CHILD'S MOTHER?,Unordered Categorical
7136,f4h1n,Are both of mother's parents living?,Unordered Categorical
7137,f4h1o,Are mother's parents currently living together?,Unordered Categorical
7138,f4h1p,How well do you get along with mother's parents?,Unordered Categorical
7139,f4h1q,How well does mother get along with her parents?,Unordered Categorical
7140,f4h1r,How often does child see mother's parents?,Ordered Categorical
7141,f4h2,"In past yr, have you received financial help from anyone other than mother/agenc",Unordered Categorical
7152,f4h3,"If you needed loan for $200 in next yr, could you count on someone for help?",Unordered Categorical
7153,f4h3a,"If you needed loan for $1000 in next yr, could you count on someone for help?",Unordered Categorical
7154,f4h4,Is there someone you could count on to provide you with a place to live?,Unordered Categorical
7155,f4h5,Is there someone you could count on to help you with emergency child care?,Unordered Categorical
7156,f4h6,Is there someone you could count on to co-sign bank loan for $1000?,Unordered Categorical
7157,f4h6a,Is there someone you could count on to co-sign bank loan for $5000?,Unordered Categorical
7158,f4i0,INT CHK: IS/WAS CHILD IN DAY CARE/HEAD START/PRESCHOOL/NURSERY SCHOOL/KINDERGART,Unordered Categorical
7159,f4i0a,Is child's school/center/program within five miles of your home?,Unordered Categorical
7160,f4i0b,"Child's school have parent group, parent advisory commit, PTA, parent org?",Unordered Categorical
7161,f4i0c,How often does the parent group have meetings?,Ordered Categorical
7162,f4i0d,How often do you attend the parent group meetings?,Ordered Categorical
7163,f4i0e,"Attended any workshops, talks or information sessions at child's school?",Unordered Categorical
7170,f4i0g,Currently have friends met through child's school/center/program?,Unordered Categorical
7173,f4i0j,"In general, how many close friends do you have overall?",Continuous
7174,f4i0k,Anyone you know you feel very close with/share confidences/feelings/depend on?,Unordered Categorical
7175,f4i0l,How many of the families on your block would you say that you know well?,Ordered Categorical
7176,f4i0m1,Likely neighbors intervene if children skipping school & hanging on st.?,Ordered Categorical
7177,f4i0m2,Likely neighbors intervene if children spray painting buildings w/graffiti?,Ordered Categorical
7178,f4i0m3,How likely neighbors intervene if children showing disrespect to an adult?,Ordered Categorical
7179,f4i0m4,How likely neighbors intervene if fight broke out in front of the house?,Ordered Categorical
7180,f4i0m5,Likely neighbors intervene if neighborhood fire station threatened/budget cut?,Ordered Categorical
7181,f4i0n1,Agree/disagree: people around here are willing to help their neighbors,Ordered Categorical
7182,f4i0n2,Agree/disagree: this is a close-knit neighborhood,Ordered Categorical
7183,f4i0n3,Agree/disagree: people generally don't get along with each other,Ordered Categorical
7184,f4i0n4,Agree/disagree: people in this neighborhood do not share the same values,Ordered Categorical
7185,f4i0n5,Agree/disagree: gangs are a problem in this neighborhood,Ordered Categorical
7186,f4i0o,Ever been afraid to let child go outside b/c violence in your neighborhood?,Unordered Categorical
7187,f4i0p,Do you participate in any groups?,Unordered Categorical
7188,f4i1,Have you moved in the last two years?,Unordered Categorical
7189,f4i1a,How many times have you moved in the last two years?,Continuous
7190,f4i2,What is your current housing situation?,Unordered Categorical
7196,f4i4,How much rent do you pay each month?,Continuous
7197,f4i4a,Whose name is on the lease for this apartment/house/condo?,Unordered Categorical
7198,f4i4b,Required to report income and assets to your landlord on an annual basis?,Unordered Categorical
7199,f4i5,Is this home in a public housing project?,Unordered Categorical
7200,f4i5a,INT CHK: DOES RESPONDENT LIVE WITH FAMILY OR FRIENDS BUT PAY NO RENT?,Unordered Categorical
7201,f4i6,"Is the federal, state, or local government helping to pay for your rent?",Unordered Categorical
7202,f4i7a,"In past year, received help from agency to help collect child support?",Unordered Categorical
7203,f4i7b,"In past year, you received help from Head Start or Early Head Start?",Unordered Categorical
7204,f4i7c,"In past year, received help from a child care referral agency?",Unordered Categorical
7205,f4i7d,"In the past year, have you received help from W.I.C.?",Unordered Categorical
7206,f4i7e,"In the past year, have you received help from an employment office?",Unordered Categorical
7207,f4i7f,"In past year, received help from welfare office or welfare job placement?",Unordered Categorical
7208,f4i7g,What other kinds of local/state/fed agencies have helped you in last 12 months?,Unordered Categorical
7209,f4i7h,Have you heard of or attended any marriage promotion programs?,Unordered Categorical
7210,f4i8a1,"In the past year, have you received income from welfare or TANF?",Unordered Categorical
7211,f4i8a2,"In the past year, have you received income from food stamps?",Unordered Categorical
7212,f4i8a3,"In past year, received income/assistance like unemp insurance/worker's comp",Unordered Categorical
7219,f4i9,INT CHK: DID FATHER RECEIVE WELFARE OR TANF IN LAST 12 MONTHS?,Unordered Categorical
7223,f4i12,Have you ever received welfare or TANF?,Unordered Categorical
7229,f4i15,INT CHK: WAS RESPONDENT ON WELFARE/TANF IN LAST 12 MONTHS?,Unordered Categorical
7238,f4i18,Ever time in past year that you thought you might be eligible for welfare?,Unordered Categorical
7242,f4i18d,Have you or child received Supplemental Security Income in the past year?,Unordered Categorical
7246,f4i19,INT CHK: DID FATHER RECEIVE FOOD STAMPS IN past year?,Unordered Categorical
7247,f4i20,Ever time in past year you thought might be eligible for food stamps?,Unordered Categorical
7250,f4i21,Did you fill out a federal tax return for 2002 or 2003?,Unordered Categorical
7251,f4i22,"On last fed tax return, fill out special form to claim the Earned Income Credit?",Unordered Categorical
7252,f4i23a,"In past year, receive free food or meals because there wasn't enough money?",Unordered Categorical
7253,f4i23b,"In past year, child ever hungry, but you just couldn't afford more food?",Unordered Categorical
7254,f4i23c,"In past year, you ever hungry, but didn't eat b/c couldn't afford enough food?",Unordered Categorical
7255,f4i23d,"In past year, did not pay full amt rent/mortgage payments b/c wasn't enough",Unordered Categorical
7256,f4i23e,"In past year, evicted from home or apt for not paying the rent or mortgage?",Unordered Categorical
7257,f4i23f,"In past year, not pay full amt gas/oil/electric bill b/c wasn't enough money?",Unordered Categorical
7258,f4i23g,"In past year, electricity turned off by utility co b/c wasn't enough money?",Unordered Categorical
7259,f4i23h,"In past year, borrow money from friends or family to help pay bills?",Unordered Categorical
7260,f4i23i,"In past year, you move in w/others (even a little) b/c of financial problem",Unordered Categorical
7261,f4i23j,"In past year, stay at shelter/abandoned bldg/car/etc b/c wasn't enough money?",Unordered Categorical
7262,f4i23k,"In past year, anyone in hh needed dr/hospital b/c not enough money?",Unordered Categorical
7263,f4i23l,"In past year, cut back buying clothes for yourself b/c wasn't enough money?",Unordered Categorical
7264,f4i23m,"In past year, you worked overtime or taken a second job?",Unordered Categorical
7265,f4i23n,"In past year, phone service disconnected b/c wasn't enough money?",Unordered Categorical
7267,f4i23p1,Ag/disagree: Welfare makes people work less than would if there wasn't welfare,Ordered Categorical
7268,f4i23p2,Ag/disagree: Welfare helps people get on feet when facing difficult situation,Ordered Categorical
7269,f4i23p3,Ag/disagree: Welfare encourages young women to have babies before marriage,Ordered Categorical
7270,f4i23p4,Ag/disag: Welfare helps keep marriages together in times of financial problems,Ordered Categorical
7271,f4i23p5,Ag/disagree: Welfare helps to prevent hunger and starvation,Ordered Categorical
7272,f4i23p6,Ag/disagree: Welfare discourages women who get pregnant from marrying father,Ordered Categorical
7273,f4i23q1,Ag/disagree: The application process to apply for welfare is humiliating,Ordered Categorical
7274,f4i23q2,Ag/disagree: The rules of welfare program take away personal freedom,Ordered Categorical
7275,f4i24,In last 2 yrs (not including minor traffic) stopped by police but not arrested,Unordered Categorical
7276,f4i25,In last 2 yrs been charged w/ breaking law by police/court?,Unordered Categorical
7298,cf4finjail,"Constructed - father report, father in jail at his 5-yr interview",Unordered Categorical
7300,cf4fevjail,"Constructed - father report, father has spent time in jail by his 5-yr int",Unordered Categorical
7302,f4j0,"In general, how satisfied are you with your life overall?",Ordered Categorical
7303,f4j1,"In general, how is your health?",Ordered Categorical
7304,f4j2,Do you have serious health problem limits amt/kind work you can do?,Unordered Categorical
7313,f4j2b,Do you regularly take prescribed medication for phys/mental health problems?,Unordered Categorical
7323,f4j2c,"In past year, have you stayed overnight in hospital or gone to emergency room?",Unordered Categorical
7326,f4j2e,How much do you weigh?,Continuous
7327,f4j2f,How much does mother weigh?,Continuous
7328,f4j3,Are you/child covered by Medicaid/other pub asst prog/Medicaid HMO?,Unordered Categorical
7329,f4j3a,Who is covered by this program?,Unordered Categorical
7330,f4j4,Are you or your child currently covered by a private health insurance plan?,Unordered Categorical
7331,f4j4a,Who is covered by private insurance?,Unordered Categorical
7332,f4j4b_1,How did you purchase this plan: purchased by self,Unordered Categorical
7333,f4j4b_2,How did you purchase this plan: purchased by other,Unordered Categorical
7334,f4j4b_3,How did you purchase this plan: through respondent's employer,Unordered Categorical
7335,f4j4b_4,How did you purchase this plan: through child's father's employer,Unordered Categorical
7336,f4j4b_5,How did you purchase this plan: through partner's employer,Unordered Categorical
7337,f4j4b_6,How did you purchase this plan: other,Unordered Categorical
7338,f4j5,"During past year, been time you felt sad/depressed for 2+ weeks in row?",Unordered Categorical
7342,f4j9,"In past yr, time 2 weeks+ you lost interest in things that give pleasure?",Unordered Categorical
7353,f4j18,"In the past month, did you smoke cigarettes?",Unordered Categorical
7354,f4j19,How many packs per day do you usually smoke?,Ordered Categorical
7355,f4j20,What is largest number drinks you had in single day during past years?,Ordered Categorical
7370,f4j24a,"In past year, you received counseling/therapy/treatment for personal problems?",Unordered Categorical
7377,f4j25a1,Agree/disagree: I often say and do things without considering the consequences,Ordered Categorical
7378,f4j25a2,Agree/disagree: I often get into trouble because I don't think before I act,Ordered Categorical
7379,f4j25b1,True/not true: I do things that may cause trouble with the law,Ordered Categorical
7380,f4j25b2,True/not true: I lie or cheat,Ordered Categorical
7381,f4j25b3,True/not true: I frequently get into fights,Ordered Categorical
7382,f4j25b4,True/not true: I don't seem to feel guilty when I misbehave,Ordered Categorical
7383,f4j25c,INT CHK: WAS RESPONDENT INTERVIEWED AT THREE-YEAR?,Unordered Categorical
7408,cf4md_case_con,Constructed - Father meets depression criteria (conservative) at 5-yr (CIDI),Unordered Categorical
7409,cf4md_case_lib,Constructed - Father meets depression criteria (liberal) at 5-yr (CIDI),Unordered Categorical
7410,f4r1,Agree/disagree? - My religious faith is an important guide for my daily life,Ordered Categorical
7411,f4r2,How often do you attend religious services?,Ordered Categorical
7412,f4r3,"In last 2 yrs, you had religious experiences that transformed your life?",Unordered Categorical
7413,f4k1,"Are you currently attending any school, any training programs or any classes?",Unordered Categorical
7430,f4k3,Have you completed any training program or any yrs schooling in last 2 yrs?,Unordered Categorical
7449,f4k3b,"In the last 2 years, have you taken any classes to improve your job skills?",Unordered Categorical
7450,f4k3c,"In the last 2 years, have you received any kind of employment counseling?",Unordered Categorical
7451,f4k4,"Last week, did you do any regular work for pay?",Unordered Categorical
7458,f4k10,How many hours do you usually work per week at that job?,Continuous
7459,f4k11,Do you work for yourself or for someone else in this job?,Unordered Categorical
7460,f4k12,What did you do at this/that job?,Unordered Categorical
7461,f4k13,"How much you usual earn in job, before taxes and deductions ($)?",Continuous
7462,f4k13p,"How much you usual earn in job, before taxes and deductions (time period)?",Ordered Categorical
7463,f4k14a1,"At your primary job, do you regularly work weekdays?",Unordered Categorical
7464,f4k14a2,"At your primary job, do you regularly work evenings (6pm-11pm)?",Unordered Categorical
7465,f4k14a3,"At your primary job, do you regularly work nights (11pm-7am)?",Unordered Categorical
7466,f4k14a4,"At your primary job, do you regularly work weekends?",Unordered Categorical
7467,f4k14a5,"At your primary job, do you regularly work different times each week?",Unordered Categorical
7469,f4k14b2,"In addition to your regular working shift, do you sometimes also work evenings?",Unordered Categorical
7470,f4k14b3,"In addition to your regular working shift, do you sometimes also work nights?",Unordered Categorical
7471,f4k14b4,"In addition to your regular working shift, do you sometimes also work weekends?",Unordered Categorical
7472,f4k15,INT CHK: HAS FATHER WORKED SINCE CHILD WAS BORN?,Unordered Categorical
